418.629,0,0,0,4,10,8,2,6,0,0,0,14,0,15,8,0,0,2,0,7,2,14,2,7,0
420.419,0,0,3,0,10,8,2,6,0,1,0,15,0,15,1,0,6,0,0,8,3,14,8,1,0
420.947,0,0,0,4,10,8,2,6,0,1,0,14,0,15,5,0,2,0,0,6,9,14,5,0,0
423.165,0,1,0,4,10,7,5,6,0,0,0,11,0,15,8,0,4,0,0,2,6,14,1,7,0
423.393,0,0,3,4,10,0,6,4,0,0,0,17,0,15,8,1,1,0,0,8,2,14,8,0,0
423.773,0,1,0,4,10,7,5,2,0,1,0,13,0,17,5,0,0,2,0,6,9,14,5,0,0
424.2,0,0,0,4,10,8,5,4,0,0,0,13,0,15,8,1,0,1,0,7,2,14,8,1,0
424.471,0,0,0,6,8,8,5,4,0,1,0,13,0,15,7,0,3,0,0,8,1,14,1,7,0
424.78,0,1,0,3,10,8,4,4,0,1,0,14,0,15,7,0,3,0,0,8,1,14,8,0,0
425.016,0,0,1,4,10,0,6,2,0,1,0,19,0,17,7,2,0,0,1,7,1,14,8,1,0
425.314,0,0,0,4,10,3,2,6,0,1,0,19,0,15,6,0,2,0,0,11,3,14,0,5,0
425.343,0,0,0,6,6,10,1,6,0,1,0,14,0,16,7,0,2,0,0,10,5,14,3,0,0
425.394,0,0,0,4,10,8,4,4,0,1,0,14,0,15,6,0,3,0,0,9,1,14,1,7,0
425.408,0,0,3,4,10,5,5,2,0,1,0,13,0,17,7,0,2,0,0,4,5,14,2,7,0
425.468,0,0,0,4,10,8,5,2,0,1,0,13,0,17,7,1,1,0,0,7,2,10,2,11,0
425.472,0,1,2,0,10,8,4,4,0,1,0,15,0,15,7,0,5,0,0,2,5,14,8,0,0
425.597,0,0,3,4,10,5,5,4,0,1,0,13,0,15,7,0,0,2,0,4,6,14,8,0,0
425.617,0,1,0,4,10,0,11,2,0,0,0,14,0,17,8,0,1,0,1,11,2,7,1,11,0
425.667,0,0,0,6,6,10,4,4,0,1,0,14,0,15,7,0,2,0,0,10,5,14,3,0,0
425.758,0,0,3,4,10,5,1,7,0,1,0,13,0,16,7,0,2,0,0,7,14,4,0,7,0
425.896,0,0,3,1,10,8,4,2,0,0,0,14,0,17,8,0,2,0,0,10,3,14,0,5,0
426.106,0,0,0,6,8,8,4,4,0,1,0,14,0,15,7,0,0,2,0,10,5,14,3,0,0
426.286,0,0,3,6,3,10,4,4,0,1,0,14,0,15,7,0,2,0,0,5,9,14,0,4,0
426.432,0,0,0,6,8,0,7,2,1,0,0,19,0,17,7,0,3,0,0,8,1,14,1,7,0
426.521,0,1,0,4,10,7,4,2,0,1,0,14,0,17,5,0,2,0,0,7,6,14,0,7,0
426.522,0,1,2,4,10,5,2,7,0,1,0,13,0,15,7,1,1,0,0,4,6,14,8,0,0
426.756,0,0,0,4,10,0,12,7,0,1,0,11,0,15,6,0,2,0,0,9,3,14,0,7,0
426.824,0,0,3,1,10,8,5,2,0,0,0,13,0,17,8,0,4,0,0,2,9,14,5,0,0
426.845,0,0,0,4,10,8,2,6,0,1,0,14,0,15,7,0,4,0,0,2,6,10,1,11,0
426.945,0,0,0,4,10,8,5,4,0,1,0,13,0,15,1,0,9,0,0,7,1,10,2,11,0
426.948,0,0,0,4,10,8,4,4,0,1,0,14,0,15,7,0,3,0,0,10,1,14,1,5,0
427.069,0,1,0,4,10,7,5,4,0,0,0,13,0,15,8,0,2,0,0,11,6,4,0,11,0
427.143,0,0,3,4,10,2,4,4,0,1,0,17,0,15,1,0,8,0,0,8,1,14,2,7,0
427.198,0,0,0,4,10,8,5,2,0,1,0,13,0,17,7,0,2,0,0,6,14,9,3,0,0
427.222,0,0,1,4,10,0,6,2,0,1,0,19,0,17,7,0,4,0,0,2,14,3,4,7,0
427.246,0,0,0,4,10,8,2,6,0,0,0,14,0,15,8,0,2,0,0,11,3,7,0,11,0
427.374,0,0,0,4,10,8,2,6,0,1,0,14,0,15,7,0,2,0,0,5,9,14,0,4,0
427.427,0,0,3,6,0,10,8,2,0,1,0,13,0,17,7,0,1,0,1,8,2,14,1,7,0
427.535,0,0,0,4,10,8,2,6,0,1,0,14,0,15,7,0,5,0,0,2,5,14,1,7,0
427.588,0,1,2,4,10,0,2,8,1,0,0,17,0,15,7,1,0,1,0,8,3,14,0,7,0
427.594,0,0,3,6,8,5,5,2,0,0,0,13,0,17,8,0,2,0,0,4,6,14,1,7,0
427.639,0,0,0,4,10,8,2,7,0,1,0,13,0,15,7,1,0,1,0,8,2,14,8,0,0
427.779,0,0,0,4,10,8,5,4,0,1,0,13,0,15,5,1,1,0,0,9,4,14,0,7,0
427.78,0,1,3,3,10,5,4,4,0,1,0,14,0,15,7,0,2,0,0,6,9,14,0,3,0
427.935,0,0,3,1,10,8,1,6,0,1,0,14,0,16,7,0,5,0,0,6,1,14,8,0,0
427.97,0,0,3,4,10,5,4,2,0,1,0,14,0,17,5,0,2,0,0,9,4,14,0,7,0
428.032,0,0,3,6,8,5,4,7,0,1,0,11,0,15,7,0,3,0,0,10,2,14,0,5,0
428.071,0,0,5,0,8,8,4,2,0,0,1,15,0,17,5,0,2,0,0,6,9,14,5,0,0
428.094,0,0,1,4,10,2,4,2,0,1,0,19,0,17,7,0,4,0,0,2,6,14,8,0,0
428.125,0,0,0,4,10,0,12,2,1,0,0,14,0,17,7,1,6,0,0,3,4,14,0,6,0
428.13,0,0,0,4,10,0,12,2,0,1,0,14,0,17,7,3,1,0,0,2,5,5,7,11,0
428.141,0,1,0,3,10,8,4,2,0,1,0,14,0,17,7,0,2,0,0,6,9,14,3,0,0
428.153,0,0,0,1,5,12,4,2,0,1,0,18,0,17,7,0,2,0,0,10,3,14,0,5,0
428.214,0,0,3,6,1,10,1,4,0,1,0,16,0,18,5,0,0,2,0,9,14,4,0,7,0
428.257,0,0,0,4,10,8,5,6,1,0,0,9,0,17,5,0,2,0,0,9,3,14,8,0,0
428.307,0,0,0,4,10,8,5,2,0,1,0,13,0,17,7,0,2,0,0,8,3,14,0,7,0
